operator_priority_group,action_tier,priority_rank,sku_number,sku_description,decision,recommended_order_units,operator_review_order_low_units,operator_review_order_high_units,promo_units_expected_to_sell,current_soh_units,on_order_units,remaining_promo_sales_stock_gap,remaining_end_stock_gap,confidence_score,data_quality_score,commercial_action_value_score,review_priority_score,no_buy_trust_score,overall_row_priority_score,review_burden_class,commercial_value_score,review_subtype,execution_blocker,reason_demand,reason_stock,reason_order,reason_risk,operator_decision,operator_recommended_units,operator_notes,has_clear_action,has_clear_reason,buyer_can_act_without_audit
review_before_order,tier_3_review_evidence_gap,84,199746,Rim Kind&Free Lsh Ldr Masc B/B,REVIEW,7,7,35,7.0,3,0,0,28,68,62.0,74.5,69.5,0.0,59.1,must_review,59.1,review_demand_evidence,,Promo demand selected by evidence weighting: same_discount_suppressed_by_credible_baseline; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.0; promo cover required 7.0 units; base-stock required 30.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 5 units; base-stock replenishment gap 30 units; raw model 7; commercial recommended promo 5 + base 2 = 7. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,,,True,True,True
review_before_order,tier_3_review_evidence_gap,85,38393,May Fit Me Loose Pwd Medium,REVIEW,7,7,37,7.0,1,0,0,30,68,62.0,74.5,69.5,0.0,59.1,must_review,59.1,review_demand_evidence,,Promo demand selected by evidence weighting: same_discount_suppressed_by_credible_baseline; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 0.0; promo cover required 7.0 units; base-stock required 30.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 7 units; base-stock replenishment gap 30 units; raw model 7; commercial recommended promo 7 + base 0 = 7. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,,,True,True,True
review_before_order,tier_3_review_evidence_gap,86,67692,Rim Wndr'Care Serum L&B Ser,REVIEW,7,7,37,7.0,1,0,0,30,68,62.0,74.5,69.5,0.0,59.1,must_review,59.1,review_demand_evidence,,Promo demand selected by evidence weighting: same_discount_suppressed_by_credible_baseline; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 0.0; promo cover required 7.0 units; base-stock required 30.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 7 units; base-stock replenishment gap 30 units; raw model 7; commercial recommended promo 7 + base 0 = 7. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,,,True,True,True
review_before_order,tier_3_review_evidence_gap,87,90160,Npmu Fat Oil Click Going Live,REVIEW,7,7,35,7.0,3,0,0,28,68,62.0,74.5,69.5,0.0,59.1,must_review,59.1,review_demand_evidence,,Promo demand selected by evidence weighting: same_discount_suppressed_by_credible_baseline; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.0; promo cover required 7.0 units; base-stock required 30.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 5 units; base-stock replenishment gap 30 units; raw model 7; commercial recommended promo 5 + base 2 = 7. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,,,True,True,True
review_before_order,tier_3_review_evidence_gap,88,49794,Rim Wndr Lx Vol Mas Brwn,REVIEW,7,7,37,7.0,1,0,0,30,68,62.0,74.5,69.5,0.0,59.1,must_review,59.1,review_demand_evidence,,Promo demand selected by evidence weighting: same_discount_suppressed_by_credible_baseline; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 0.0; promo cover required 7.0 units; base-stock required 30.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 7 units; base-stock replenishment gap 30 units; raw model 7; commercial recommended promo 7 + base 0 = 7. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,,,True,True,True
rejected_poor_seller,tier_5_do_not_buy,89,196833,Blistex Jojoba Rescue 3.7G,DO_NOT_BUY,0,0,1,0.5,2,0,0,1,43,100.0,2.0,0.0,85.0,85.0,audit_only,85.0,none,,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.9; promo cover required 0.5 units; base-stock required 2.1 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 1 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Shadow commercial pack; promo cover prioritised over base stock,,,,True,True,False
rejected_poor_seller,tier_5_do_not_buy,90,189899,E/Care Keratin Str Spray 400G,DO_NOT_BUY,0,0,1,0.5,2,0,0,1,41,100.0,2.0,0.0,84.4,84.4,audit_only,84.4,none,,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.9; promo cover required 0.5 units; base-stock required 2.1 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 1 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Shadow commercial pack; promo cover prioritised over base stock,,,,True,True,False
rejected_poor_seller,tier_5_do_not_buy,91,93913,Fraim Mixd Text Scrunchies 7Pk,DO_NOT_BUY,0,0,1,0.5,2,0,0,1,41,100.0,2.0,0.0,84.4,84.4,audit_only,84.4,none,,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.9; promo cover required 0.5 units; base-stock required 2.1 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 1 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Shadow commercial pack; promo cover prioritised over base stock,,,,True,True,False
rejected_poor_seller,tier_5_do_not_buy,92,271551,Nivea D/E Refr Wsh Gel 150Ml,DO_NOT_BUY,0,0,1,0.5,2,0,0,1,39,100.0,2.0,0.0,83.6,83.6,audit_only,83.6,none,,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.9; promo cover required 0.5 units; base-stock required 2.1 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 1 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Shadow commercial pack; promo cover prioritised over base stock,,,,True,True,False
rejected_poor_seller,tier_5_do_not_buy,93,61288,Aveeno Rosewater Cam Sp 354Ml,DO_NOT_BUY,0,0,2,0.5,1,0,0,2,38,100.0,2.0,0.0,83.3,83.3,audit_only,83.3,none,,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 0.9; promo cover required 0.5 units; base-stock required 2.1 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 2 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Shadow commercial pack; promo cover prioritised over base stock,,,,True,True,False
rejected_poor_seller,tier_5_do_not_buy,94,94657,Cetaphil Bhr Day P/Crm 15+ 50G,DO_NOT_BUY,0,0,1,0.5,2,0,0,1,34,100.0,2.0,0.0,81.9,81.9,audit_only,81.9,none,,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.9; promo cover required 0.5 units; base-stock required 2.1 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 1 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Shadow commercial pack; promo cover prioritised over base stock,,,,True,True,False
rejected_poor_seller,tier_5_do_not_buy,95,655791,E/Care Styling Lacquer 400G,DO_NOT_BUY,0,0,0,0.5,3,0,0,0,41,94.0,2.0,0.0,81.6,81.6,audit_only,81.6,none,,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.9; promo cover required 0.5 units; base-stock required 2.1 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,,,,True,True,False
rejected_poor_seller,tier_5_do_not_buy,96,196197,Hairification P/Grow Cd 300Ml,DO_NOT_BUY,0,0,0,0.5,4,0,0,0,40,94.0,2.0,0.0,81.3,81.3,audit_only,81.3,none,,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 3.9; promo cover required 0.5 units; base-stock required 2.1 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,,,,True,True,False
rejected_poor_seller,tier_5_do_not_buy,97,43529,Dermaveen Oatmeal Cond 250Ml,DO_NOT_BUY,0,0,2,0.5,1,0,0,2,32,100.0,2.0,0.0,81.2,81.2,audit_only,81.2,none,,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 0.9; promo cover required 0.5 units; base-stock required 2.1 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 2 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Shadow commercial pack; promo cover prioritised over base stock,,,,True,True,False
rejected_poor_seller,tier_5_do_not_buy,98,43916,Clairol Rtu Spray Medium Brown,DO_NOT_BUY,0,0,2,0.5,1,0,0,2,32,100.0,2.0,0.0,81.2,81.2,audit_only,81.2,none,,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 0.9; promo cover required 0.5 units; base-stock required 2.1 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 2 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Shadow commercial pack; promo cover prioritised over base stock,,,,True,True,False
rejected_poor_seller,tier_5_do_not_buy,99,752,Rim 60Sec N/P 500 Caramel,DO_NOT_BUY,0,0,0,0.5,3,0,0,0,39,94.0,2.0,0.0,81.0,81.0,audit_only,81.0,none,,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.9; promo cover required 0.5 units; base-stock required 2.1 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,,,,True,True,False
rejected_poor_seller,tier_5_do_not_buy,100,371939,Versace Bright Crys Edt W30Ml,DO_NOT_BUY,0,0,1,0.25,1,0,0,1,44,90.0,2.0,0.0,80.9,80.9,audit_only,80.9,none,,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.0; promo cover required 0.2 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 1 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Shadow commercial pack; promo cover prioritised over base stock,,,,True,True,False
rejected_poor_seller,tier_5_do_not_buy,101,192063,Q+A Hyaluronic Acid Body Wash,DO_NOT_BUY,0,0,0,0.25,2,0,0,0,44,90.0,2.0,0.0,80.9,80.9,audit_only,80.9,none,,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.0; promo cover required 0.2 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,,,,True,True,False
rejected_poor_seller,tier_5_do_not_buy,102,43531,Dermaveen Oatmeal Spoo 500Ml,DO_NOT_BUY,0,0,2,0.5,1,0,0,2,31,100.0,2.0,0.0,80.8,80.8,audit_only,80.8,none,,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 0.9; promo cover required 0.5 units; base-stock required 2.1 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 2 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Shadow commercial pack; promo cover prioritised over base stock,,,,True,True,False
rejected_poor_seller,tier_5_do_not_buy,103,43532,Dermaveen Oatmeal Spoo 250Ml,DO_NOT_BUY,0,0,1,0.5,2,0,0,1,31,100.0,2.0,0.0,80.8,80.8,audit_only,80.8,none,,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.9; promo cover required 0.5 units; base-stock required 2.1 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 1 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Shadow commercial pack; promo cover prioritised over base stock,,,,True,True,False
rejected_poor_seller,tier_5_do_not_buy,104,90518,Ogx Bond Pro Rep Shamp 385Ml,DO_NOT_BUY,0,0,0,0.4,2,0,0,0,43,90.0,2.0,0.0,80.6,80.6,audit_only,80.6,none,,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.9; promo cover required 0.4 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,,,,True,True,False
rejected_poor_seller,tier_5_do_not_buy,105,196358,Excel Creme Nude 6U Uni Dblnde,DO_NOT_BUY,0,0,2,0.5,1,0,0,2,28,100.0,2.0,0.0,79.8,79.8,audit_only,79.8,none,,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 0.9; promo cover required 0.5 units; base-stock required 2.1 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 2 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Shadow commercial pack; promo cover prioritised over base stock,,,,True,True,False
rejected_poor_seller,tier_5_do_not_buy,106,496316,Clairol Rtu Perm 2 Black,DO_NOT_BUY,0,0,1,0.5,2,0,0,1,28,100.0,2.0,0.0,79.8,79.8,audit_only,79.8,none,,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.9; promo cover required 0.5 units; base-stock required 2.1 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 1 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Shadow commercial pack; promo cover prioritised over base stock,,,,True,True,False
rejected_poor_seller,tier_5_do_not_buy,107,330663,Cetaphil Daily Advance 473Ml,DO_NOT_BUY,0,0,0,0.5,4,0,0,0,35,94.0,2.0,0.0,79.6,79.6,audit_only,79.6,none,,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 3.9; promo cover required 0.5 units; base-stock required 2.1 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,,,,True,True,False
rejected_poor_seller,tier_5_do_not_buy,108,73221,Dv Regenerating N/Crm 50Ml,DO_NOT_BUY,0,0,0,0.4,2,0,0,0,40,90.0,2.0,0.0,79.5,79.5,audit_only,79.5,none,,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.9; promo cover required 0.4 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,,,,True,True,False
rejected_poor_seller,tier_5_do_not_buy,109,94868,Essano Vit C Facial Oil 20Ml,DO_NOT_BUY,0,0,0,0.333,2,0,0,0,40,90.0,2.0,0.0,79.5,79.5,audit_only,79.5,none,,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.0; promo cover required 0.3 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,,,,True,True,False
rejected_poor_seller,tier_5_do_not_buy,110,185380,Olay Regen Antioxidant Crm 50G,DO_NOT_BUY,0,0,0,0.286,2,0,0,0,40,90.0,2.0,0.0,79.5,79.5,audit_only,79.5,none,,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.0; promo cover required 0.3 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,,,,True,True,False
rejected_poor_seller,tier_5_do_not_buy,111,196232,Hf P/Health Cd 300Ml,DO_NOT_BUY,0,0,0,0.25,2,0,0,0,40,90.0,2.0,0.0,79.5,79.5,audit_only,79.5,none,,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.0; promo cover required 0.2 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,,,,True,True,False
rejected_poor_seller,tier_5_do_not_buy,112,190147,Essano Growth Treatment 50Ml,DO_NOT_BUY,0,0,2,0.5,1,0,0,2,27,100.0,2.0,0.0,79.4,79.4,audit_only,79.4,none,,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 0.9; promo cover required 0.5 units; base-stock required 2.1 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 2 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Shadow commercial pack; promo cover prioritised over base stock,,,,True,True,False
rejected_poor_seller,tier_5_do_not_buy,113,95536,Rexona Wmn Cln Ap Invsbl 180Ml,DO_NOT_BUY,0,0,2,0.5,1,0,0,2,27,100.0,2.0,0.0,79.4,79.4,audit_only,79.4,none,,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 0.9; promo cover required 0.5 units; base-stock required 2.1 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 2 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Shadow commercial pack; promo cover prioritised over base stock,,,,True,True,False
