feature_name,feature_family,issue_type,severity,affected_rows,likely_root_cause,recommended_fix,source_module_to_check,can_use_as_model_input_now_flag,expected_value_if_fixed
feature_sparse_demand_repeatability_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_sparse_demand_randomness_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_sparse_demand_one_off_likelihood_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_sparse_demand_daily_stability_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_sparse_demand_outlier_shape_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_sparse_demand_noise_regime_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_sparse_demand_evidence_available_flag,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_anchor_presence_dependency_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_anchor_absence_suppressed_demand_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_lone_purchase_noise_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_transaction_object_stability_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_basket_regime_class,feature_basket,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_basket_anchor_strength_score,feature_basket,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_basket_dependency_fragility_score,feature_basket,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_companion_presence_support_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_basket_depth_conditional_units_score,feature_basket,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_micro_market_clearing_pressure,feature_engineered,UNKNOWN_REVIEW_REQUIRED,LOW,3531,Ambiguous trainability,Human review before model inclusion,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_local_equilibrium_gap_units,feature_engineered,EXTREME_RATIO_EXPLOSION,HIGH,3531,Ratio or elasticity estimate exploded,Apply winsorise/cap policy before model input,elasticity_estimator / ratio_features,REVIEW,Bounded elasticity/ratio in plausible range
feature_local_equilibrium_gap_dollars,feature_engineered,EXTREME_RATIO_EXPLOSION,HIGH,3531,Ratio or elasticity estimate exploded,Apply winsorise/cap policy before model input,elasticity_estimator / ratio_features,REVIEW,Bounded elasticity/ratio in plausible range
feature_substitute_pressure_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_complement_support_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_attention_competition_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_promo_field_equilibrium_state,feature_engineered,UNKNOWN_REVIEW_REQUIRED,LOW,3531,Ambiguous trainability,Human review before model inclusion,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_small_unit_option_value,feature_engineered,UNKNOWN_REVIEW_REQUIRED,LOW,3531,Ambiguous trainability,Human review before model inclusion,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_convexity_to_capital_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_trust_floor_convexity_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_high_demand_underprotection_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_end_shape_fragility_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_kalman_demand_state_level,feature_engineered,PLACEHOLDER_ALL_ZERO,MEDIUM,3531,All-zero placeholder detected,Replace placeholder with UNKNOWN or repair calculation,feature_engineering,NO,Meaningful non-zero signal or explicit UNKNOWN
feature_kalman_demand_state_trend,feature_engineered,PLACEHOLDER_ALL_ZERO,MEDIUM,3531,All-zero placeholder detected,Replace placeholder with UNKNOWN or repair calculation,feature_engineering,NO,Meaningful non-zero signal or explicit UNKNOWN
feature_kalman_demand_state_shift_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_kalman_demand_state_review_only_flag,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_wasserstein_recent_vs_baseline_distance,feature_engineered,PLACEHOLDER_ALL_ZERO,MEDIUM,3531,All-zero placeholder detected,Replace placeholder with UNKNOWN or repair calculation,feature_engineering,NO,Meaningful non-zero signal or explicit UNKNOWN
feature_distribution_shape_shift_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_distribution_tail_pressure_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_distribution_shape_review_only_flag,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_uplift_confidence_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_uplift_instability_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_uplift_demand_support_flag,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_probability_excess_capital_at_risk,feature_engineered,EXTREME_RATIO_EXPLOSION,HIGH,2846,Ratio or elasticity estimate exploded,Apply winsorise/cap policy before model input,elasticity_estimator / ratio_features,REVIEW,Bounded elasticity/ratio in plausible range
feature_probability_allocation_discipline_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,2806,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_uplift_supported_excess_capital_at_risk,feature_engineered,EXTREME_RATIO_EXPLOSION,HIGH,2213,Ratio or elasticity estimate exploded,Apply winsorise/cap policy before model input,elasticity_estimator / ratio_features,REVIEW,Bounded elasticity/ratio in plausible range
feature_uplift_allocation_discipline_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,2190,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_supported_sell_through_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,2190,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_discount_evidence_strength_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,2846,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_allocation_risk_over_uplift_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,2846,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_launch_stock_support_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,2806,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_total_window_pressure_vs_launch_support_conflict_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,2846,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_stock_below_trust_floor_flag,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_units_needed_for_high_demand_cover,feature_engineered,PLACEHOLDER_ALL_ZERO,MEDIUM,3531,All-zero placeholder detected,Replace placeholder with UNKNOWN or repair calculation,feature_engineering,NO,Meaningful non-zero signal or explicit UNKNOWN
feature_trust_floor_missed_demand_risk_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_demand_pressure_vs_total_available_stock_ratio,feature_engineered,EXTREME_RATIO_EXPLOSION,HIGH,3531,Ratio or elasticity estimate exploded,Apply winsorise/cap policy before model input,elasticity_estimator / ratio_features,REVIEW,Bounded elasticity/ratio in plausible range
feature_units_above_trust_target,feature_engineered,LEAKAGE_RISK,HIGH,3531,Field resembles target/action/post-promo outcome,Block from model; allow diagnostics only,promo_brain_leakage_audit,NO,Populated values with acceptable missingness
feature_expected_leftover_above_trust_floor_units,feature_engineered,LEAKAGE_RISK,HIGH,3531,Field resembles target/action/post-promo outcome,Block from model; allow diagnostics only,promo_brain_leakage_audit,NO,Populated values with acceptable missingness
feature_capital_tied_above_trust_target,feature_engineered,LEAKAGE_RISK,HIGH,3531,Field resembles target/action/post-promo outcome,Block from model; allow diagnostics only,promo_brain_leakage_audit,NO,Populated values with acceptable missingness
feature_speculative_above_trust_floor_risk_flag,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3415,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_inventory_sufficiency_flag,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_capital_at_risk_per_expected_unit,feature_engineered,EXTREME_RATIO_EXPLOSION,HIGH,3531,Ratio or elasticity estimate exploded,Apply winsorise/cap policy before model input,elasticity_estimator / ratio_features,REVIEW,Bounded elasticity/ratio in plausible range
feature_weak_promo_low_value_flag,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3415,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_pca_structure_residual_score,feature_pca,FAILED_JOIN,HIGH,0,PCA feature join returned no values,Repair PCA pipeline join on store/promo/SKU keys,PromotionFeatureEngineer / dataset_assembler,NO,PCA component scores populated per SKU
feature_pca_structure_fit_score,feature_pca,FAILED_JOIN,HIGH,0,PCA feature join returned no values,Repair PCA pipeline join on store/promo/SKU keys,PromotionFeatureEngineer / dataset_assembler,NO,PCA component scores populated per SKU
feature_pca_structure_outlier_flag,feature_pca,FAILED_JOIN,HIGH,0,PCA feature join returned no values,Repair PCA pipeline join on store/promo/SKU keys,PromotionFeatureEngineer / dataset_assembler,NO,PCA component scores populated per SKU
feature_pca_allocation_residual_score,feature_pca,FAILED_JOIN,HIGH,0,PCA feature join returned no values,Repair PCA pipeline join on store/promo/SKU keys,PromotionFeatureEngineer / dataset_assembler,NO,PCA component scores populated per SKU
feature_pca_allocation_outlier_flag,feature_pca,FAILED_JOIN,HIGH,0,PCA feature join returned no values,Repair PCA pipeline join on store/promo/SKU keys,PromotionFeatureEngineer / dataset_assembler,NO,PCA component scores populated per SKU
feature_capital_deployment_posture,feature_engineered,LEAKAGE_RISK,HIGH,3531,Field resembles target/action/post-promo outcome,Block from model; allow diagnostics only,promo_brain_leakage_audit,NO,Populated values with acceptable missingness
feature_context_reason_summary,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_order_risk_reason_same_discount_weak_flag,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_order_risk_reason_elasticity_weak_flag,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_order_risk_reason_uplift_weak_flag,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_order_risk_reason_base_trend_falling_flag,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_order_risk_reason_launch_total_conflict_flag,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_order_risk_reason_stock_vs_supported_gap_high_flag,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_order_risk_reason_sparse_history_flag,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_order_risk_reason_multi_driver_count,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_order_risk_overallocation_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_order_support_strength_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_order_review_priority_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_survival_internal_late_stockout_opportunity_proxy_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_survival_internal_convex_upside_proxy_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_survival_late_promo_capture_proxy_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_survival_inventory_continuity_trust_proxy_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_survival_internal_scarcity_capture_proxy_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_survival_full_promo_fulfillment_criticality_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_survival_prior_late_window_importance_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_survival_prior_availability_lift_proxy_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_survival_min_stock_depth_sensitivity_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_survival_inventory_continuity_win_rate,feature_engineered,PLACEHOLDER_ALL_ZERO,MEDIUM,3531,All-zero placeholder detected,Replace placeholder with UNKNOWN or repair calculation,feature_engineering,NO,Meaningful non-zero signal or explicit UNKNOWN
feature_survival_convexity_confidence_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_survival_must_not_stock_out_flag,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_growth_survival_acceleration_x_internal_convex_upside_proxy_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_growth_survival_decay_x_inventory_risk_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_fragility_adjusted_opportunity_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_convex_upside_small_unit_flag,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_dag_dependency_support_indicator,feature_engineered,UNKNOWN_REVIEW_REQUIRED,LOW,3531,Ambiguous trainability,Human review before model inclusion,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_dependency_support_confidence_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_opportunity_tail_support_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_fragility_opportunity_review_only_flag,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_local_promotional_field_density_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_demand_regime_instability_before_promo,feature_engineered,PLACEHOLDER_ALL_ZERO,MEDIUM,3531,All-zero placeholder detected,Replace placeholder with UNKNOWN or repair calculation,feature_engineering,NO,Meaningful non-zero signal or explicit UNKNOWN
feature_realised_during_promo_instability,feature_engineered,PLACEHOLDER_ALL_ZERO,MEDIUM,3531,All-zero placeholder detected,Replace placeholder with UNKNOWN or repair calculation,feature_engineering,NO,Meaningful non-zero signal or explicit UNKNOWN
feature_boundary_volatility_clustering_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_uplift_fragility_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_baseline_instability_ratio,feature_engineered,PLACEHOLDER_ALL_ZERO,MEDIUM,3531,All-zero placeholder detected,Replace placeholder with UNKNOWN or repair calculation,feature_engineering,NO,Meaningful non-zero signal or explicit UNKNOWN
feature_margin_fragility_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_stock_fragility_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_promo_window_alignment_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_category_sync_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_store_sync_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_store_category_synchronisation_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_network_synchronisation_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_desynchronisation_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_demand_wave_alignment_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_field_density_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_category_gravity_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_supplier_gravity_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_substitute_gravity_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_friction_to_conversion_burden,feature_engineered,PLACEHOLDER_ALL_ZERO,MEDIUM,3531,All-zero placeholder detected,Replace placeholder with UNKNOWN or repair calculation,feature_engineering,NO,Meaningful non-zero signal or explicit UNKNOWN
feature_compensation_needed_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_value_gap_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_reality_gap_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_needs_breakout_response_flag,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
